2026-04-15 16:01:30 | DEV  | SCAN        | 43 SAML apps                            | ok        | candidates=3 no_match=23 already_oin=9 inactive=3 legacy=1 replaced=4
2026-04-16 08:10:03 | PROD | SCAN        | 116 SAML apps                           | ok        | candidates=51 no_match=63 already_oin=2 inactive=0 legacy=0 replaced=0
2026-04-16 08:10:15 | DEV  | AI_REVIEW   | PeopleSoft                              | review_nee| All three candidates are third-party proxy/security platforms that sit in front of PeopleSoft, not PeopleSoft itself — verify whether a native Oracle PeopleSoft OIN app exists before selecting any of these.
2026-04-16 08:10:15 | DEV  | AI_REVIEW   | *ADFS Inbound Federation                | no_oin    | ADFS Inbound Federation is an Okta internal SAML federation construct pointing back to ADFS, not a discrete application with an OIN equivalent.
2026-04-16 08:10:15 | DEV  | AI_REVIEW   | AgilQuest                               | no_oin    | AgilQuest is a niche workplace hoteling/reservation platform; no known OIN app exists in Okta's catalog.
2026-04-16 08:10:15 | DEV  | AI_REVIEW   | DataPointer SSO                         | no_oin    | DataPointer is explicitly identified as a Senate-specific proprietary app with no OIN equivalent.
2026-04-16 08:10:15 | DEV  | AI_REVIEW   | Fireflies Ai                            | suggested | Fireflies.ai — Fireflies.ai is a known enterprise meeting transcription SaaS with an OIN app; verify OIN key against the catalog.
2026-04-16 08:10:15 | DEV  | AI_REVIEW   | Fleet Commander                         | no_oin    | LFTS2DEV appears to be an internal Senate dev-environment app instance with no recognizable commercial product match.
2026-04-16 08:10:15 | DEV  | AI_REVIEW   | SearchBlox                              | no_oin    | SearchBlox is a niche on-premises enterprise search appliance with no known OIN app in Okta's catalog.
2026-04-16 08:10:15 | DEV  | AI_REVIEW   | Sims Infinity                           | no_oin    | Sims Infinity is not a recognized commercial enterprise SaaS product; likely a Senate-specific or vertical-niche application with no OIN equivalent.
2026-04-16 08:10:15 | DEV  | AI_REVIEW   | Singularity Mobile                      | suggested | SentinelOne — Singularity Mobile is SentinelOne's mobile threat defense product; SentinelOne has a verified OIN app — confirm key and whether a Singularity-specific variant exists.
2026-04-16 08:10:15 | DEV  | AI_REVIEW   | UCC v-ucc-exp-c-1-d (Expressway)        | suggested | Cisco Expressway — This is one of multiple Cisco Expressway instances; a Cisco Expressway OIN app exists — all Expressway nodes should share the same OIN template with distinct instance configs.
2026-04-16 08:10:15 | DEV  | AI_REVIEW   | UCC-Cisco-Expressway-1                  | suggested | Cisco Expressway — Cisco Expressway-1 instance; same OIN template applies as all other Expressway nodes.
2026-04-16 08:10:15 | DEV  | AI_REVIEW   | UCC-Cisco-Expressway-2                  | suggested | Cisco Expressway — Cisco Expressway-2 instance; same OIN template applies as all other Expressway nodes.
2026-04-16 08:10:15 | DEV  | AI_REVIEW   | UCC-Cisco-Expressway-3                  | suggested | Cisco Expressway — Cisco Expressway-3 instance; same OIN template applies as all other Expressway nodes.
2026-04-16 08:10:15 | DEV  | AI_REVIEW   | UCC-Cisco-Expressway-4                  | suggested | Cisco Expressway — Cisco Expressway-4 instance; same OIN template applies as all other Expressway nodes.
2026-04-16 08:10:15 | DEV  | AI_REVIEW   | UCC-Cisco-UCCE(DEV)                     | suggested | Cisco Unified Contact Center Enterprise — Cisco UCCE is a known enterprise product; Cisco has OIN apps for unified communications — verify exact OIN key for UCCE specifically.
2026-04-16 08:10:15 | DEV  | AI_REVIEW   | UCC-CUC-A                               | suggested | Cisco Unity Connection — CUC-A is a Cisco Unity Connection voicemail node; Cisco Unity Connection has OIN representation — both CUC nodes should use the same template.
2026-04-16 08:10:15 | DEV  | AI_REVIEW   | UCC-CUC-B                               | suggested | Cisco Unity Connection — CUC-B is the redundant Cisco Unity Connection node; same OIN template as CUC-A.
2026-04-16 08:10:15 | DEV  | AI_REVIEW   | UCC-CUCM-DEV (CUCM)                     | suggested | Cisco Unified Communications Manager — CUCM is Cisco's core call manager platform with known OIN presence; dev instance shares template with production CUCM.
2026-04-16 08:10:15 | DEV  | AI_REVIEW   | UCC-CUCM-IMP (IM&P - Jabber)            | suggested | Cisco Jabber — IM&P is the Cisco Jabber/Instant Messaging & Presence service; Cisco Jabber has an OIN app — verify whether a combined CUCM+IM&P template is preferred over a standalone Jabber app.
2026-04-16 08:11:18 | DEV  | AI_REVIEW   | Adaptive SSO                            | suggested | Adaptive Insights — "Adaptive SSO" almost certainly refers to the Adaptive Insights (Workday) financial planning app; the SAML OIN variant (adaptiveinsights) is preferred over the SWA variant, and Adaptive Shield is a distinct unrelated product — verify the tenant URL to confirm before switching.
2026-04-16 08:15:50 | DEV  | AI_REVIEW   | Adaptive SSO                            | suggested | Adaptive Insights — Label likely refers to Adaptive Insights (financial planning SaaS); no exact match but closest candidate — verify with app owner before migrating.
2026-04-16 08:15:50 | DEV  | AI_REVIEW   | Adaptive SSO - Admin                    | suggested | Adaptive Insights — Admin variant of same product as Adaptive SSO; Adaptive Insights admin access is the most probable match but should be confirmed.
2026-04-16 08:15:50 | DEV  | AI_REVIEW   | Adobe Cloud Services                    | review_nee| Neither candidate (Adobe Connect, Adobe Channel Training Center) matches 'Adobe Cloud Services', which is likely Creative Cloud or Adobe's identity service — correct OIN app not present in candidate list.
2026-04-16 08:15:50 | DEV  | AI_REVIEW   | Adobe Connect                           | confirmed | Adobe Connect — Exact verified OIN match.
2026-04-16 08:15:50 | DEV  | AI_REVIEW   | Adobe Connect (test)                    | confirmed | Adobe Connect — Test environment of Adobe Connect; same OIN template applies.
2026-04-16 08:15:50 | DEV  | AI_REVIEW   | AlertMedia                              | confirmed | AlertMedia — Exact verified OIN match.
2026-04-16 08:15:50 | DEV  | AI_REVIEW   | Asana                                   | confirmed | Asana — Exact verified OIN match.
2026-04-16 08:15:50 | DEV  | AI_REVIEW   | Box Enterprise Plus                     | confirmed | Box — 'Box Enterprise Plus' is a licensing tier of Box; the standard Box OIN integration (boxnet) is the correct template.
2026-04-16 08:15:50 | DEV  | AI_REVIEW   | Carbon Black ER                         | confirmed | VMware Carbon Black Cloud — 'Carbon Black ER' (Endpoint Response) is a capability within VMware Carbon Black Cloud, which is the correct verified OIN app.
2026-04-16 08:15:50 | DEV  | AI_REVIEW   | Carbon Black ER DEV                     | confirmed | VMware Carbon Black Cloud — Dev environment of Carbon Black ER; same OIN template as production.
2026-04-16 08:15:50 | DEV  | AI_REVIEW   | Cisco Webex Control Hub                 | review_nee| None of the four candidates are Webex-related; the correct Cisco Webex OIN app is not present in the candidate list and must be located manually.
2026-04-16 08:15:50 | DEV  | AI_REVIEW   | CSOD-Pilot                              | confirmed | Cornerstone OnDemand — CSOD is the standard abbreviation for Cornerstone OnDemand; verified exact OIN match.
2026-04-16 08:15:50 | DEV  | AI_REVIEW   | CSOD-PILOT-FED                          | confirmed | Cornerstone OnDemand — CSOD federal pilot instance; same Cornerstone OnDemand OIN template applies.
2026-04-16 08:15:50 | DEV  | AI_REVIEW   | CSOD-STG                                | confirmed | Cornerstone OnDemand — CSOD staging environment; same Cornerstone OnDemand OIN template applies.
2026-04-16 08:15:50 | DEV  | AI_REVIEW   | CSOD-STG-FED                            | confirmed | Cornerstone OnDemand — CSOD federal staging instance; same Cornerstone OnDemand OIN template applies.
2026-04-16 08:15:50 | DEV  | AI_REVIEW   | CSOD-TAM                                | confirmed | Cornerstone OnDemand — CSOD-TAM is a Cornerstone OnDemand module instance; same OIN template applies.
2026-04-16 08:15:50 | DEV  | AI_REVIEW   | CSODFed-TAM                             | confirmed | Cornerstone OnDemand — CSODFed-TAM is a federal Cornerstone OnDemand module instance; same OIN template applies.
2026-04-16 08:15:50 | DEV  | AI_REVIEW   | Duo Admin Portal                        | confirmed | Duo Admin Panel — 'Duo Admin Portal' is Duo's name for the admin UI, matching the verified OIN app 'Duo Admin Panel'; use non-encrypted variant unless encrypted assertions are confirmed in use.
2026-04-16 08:15:50 | DEV  | AI_REVIEW   | Everlaw                                 | confirmed | Everlaw — Exact verified OIN match.
2026-04-16 08:15:50 | DEV  | AI_REVIEW   | GCP Production                          | confirmed | Google Cloud Platform — Exact verified OIN match; 'GCP Production' is a labeled instance of Google Cloud Platform.
2026-04-16 08:17:18 | DEV  | AI_REVIEW   | GitLab SSO                              | review_nee| Two verified exact-match OIN apps exist (gitlab and gitlab_sso); human must determine which variant matches the configured integration.
2026-04-16 08:17:18 | DEV  | AI_REVIEW   | Kronos                                  | review_nee| Kronos Customer Portal is a support/account portal, not the Kronos/UKG workforce management SAML integration; no standard Kronos WFM OIN app surfaced in candidates.
2026-04-16 08:17:18 | DEV  | AI_REVIEW   | Lookout                                 | confirmed | Lookout — Verified exact-match OIN app for Lookout mobile security.
2026-04-16 08:17:18 | DEV  | AI_REVIEW   | PeopleSoft (SandBox)                    | review_nee| All candidates are third-party SSO proxy platforms for PeopleSoft (Appsian, Datawiza), not PeopleSoft itself; human must confirm whether one of these middleware products is in use.
2026-04-16 08:17:18 | DEV  | AI_REVIEW   | Quill                                   | confirmed | Quill — Verified exact-match OIN app.
2026-04-16 08:17:18 | DEV  | AI_REVIEW   | Quill Staging                           | confirmed | Quill — Staging instance of Quill; same verified OIN template applies.
2026-04-16 08:17:18 | DEV  | AI_REVIEW   | SailPoint                               | suggested | SailPoint IdentityIQ — Likely SailPoint IdentityIQ but label is ambiguous — could be IdentityNow (cloud); verify which SailPoint product is deployed.
2026-04-16 08:17:18 | DEV  | AI_REVIEW   | Salesforce                              | confirmed | Salesforce.com — Salesforce.com (key=salesforce) is the standard verified OIN app for the Salesforce CRM platform.
2026-04-16 08:17:18 | DEV  | AI_REVIEW   | SAML Tester                             | no_oin    | SAML Tester is a diagnostic/test utility; no OIN equivalent exists and all candidates matched only on the word SAML.
2026-04-16 08:17:18 | DEV  | AI_REVIEW   | SANS ACLP                               | no_oin    | SANS ACLP is a SANS Institute cybersecurity leadership program delivered on SANS's own platform; SAP Litmos is an unrelated LMS and no SANS OIN app exists.
2026-04-16 08:17:18 | DEV  | AI_REVIEW   | SANS Training - Litmos                  | confirmed | SAP Litmos — Label explicitly names Litmos as the platform; SAP Litmos OIN app is the correct match.
2026-04-16 08:17:18 | DEV  | AI_REVIEW   | Sentry                                  | confirmed | Sentry — Verified exact-match OIN app for Sentry error monitoring.
2026-04-16 08:17:18 | DEV  | AI_REVIEW   | ServiceNow - Dev                        | suggested | ServiceNow — The standard ServiceNow OIN app (key=servicenow) was not returned by the candidate search; all listed candidates are special-purpose ServiceNow add-ons, not the core SAML integration.
2026-04-16 08:17:18 | DEV  | AI_REVIEW   | ServiceNow - Eval                       | suggested | ServiceNow — Eval instance of ServiceNow; same standard OIN template applies, missing from candidate results.
2026-04-16 08:17:18 | DEV  | AI_REVIEW   | ServiceNow - Prod                       | suggested | ServiceNow — Prod instance of ServiceNow; same standard OIN template applies, missing from candidate results.
2026-04-16 08:17:18 | DEV  | AI_REVIEW   | ServiceNow - Staging                    | suggested | ServiceNow — Staging instance of ServiceNow; same standard OIN template applies, missing from candidate results.
2026-04-16 08:17:18 | DEV  | AI_REVIEW   | Singlewire                              | confirmed | Singlewire InformaCast — InformaCast is Singlewire's primary product; verified OIN app is the correct match.
2026-04-16 08:17:18 | DEV  | AI_REVIEW   | Symplicity                              | suggested | Symplicity — Exact-match OIN app exists but is unverified; Symplicity is a known legal/career services SaaS with SAML support.
